"GPS_CODE","GPS variables","LOCATION","Country","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"C002","Enrolment rate among 20-29 year-olds","BEL","Belgium","2011","2011","PC","Percentage","0","Units",,,31.87,,
"C002","Enrolment rate among 20-29 year-olds","BEL","Belgium","2012","2012","PC","Percentage","0","Units",,,32.62,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","1995","1995","PC","Percentage","0","Units",,,21.59,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","2000","2000","PC","Percentage","0","Units",,,23.1,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","2005","2005","PC","Percentage","0","Units",,,26.01,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","2006","2006","PC","Percentage","0","Units",,,25.51,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","2007","2007","PC","Percentage","0","Units",,,25,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","2008","2008","PC","Percentage","0","Units",,,24.85,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","2009","2009","PC","Percentage","0","Units",,,24.85,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","2010","2010","PC","Percentage","0","Units",,,25.18,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","2011","2011","PC","Percentage","0","Units",,,26.11,,
"C002","Enrolment rate among 20-29 year-olds","CAN","Canada","2012","2012","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","1995","1995","PC","Percentage","0","Units",,,9.57,,
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","2000","2000","PC","Percentage","0","Units",,,14.19,,
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","2005","2005","PC","Percentage","0","Units",,,20.18,,
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","2006","2006","PC","Percentage","0","Units",,,20.19,,
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","2007","2007","PC","Percentage","0","Units",,,21.78,,
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","2008","2008","PC","Percentage","0","Units",,,21.36,,
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","2009","2009","PC","Percentage","0","Units",,,22.53,,
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","2010","2010","PC","Percentage","0","Units",,,23.98,,
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","2011","2011","PC","Percentage","0","Units",,,25.01,,
"C002","Enrolment rate among 20-29 year-olds","CZE","Czech Republic","2012","2012","PC","Percentage","0","Units",,,25.98,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","1995","1995","PC","Percentage","0","Units",,,30.37,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","2000","2000","PC","Percentage","0","Units",,,35.37,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","2005","2005","PC","Percentage","0","Units",,,37.68,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","2006","2006","PC","Percentage","0","Units",,,37.77,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","2007","2007","PC","Percentage","0","Units",,,38.17,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","2008","2008","PC","Percentage","0","Units",,,37.3,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","2009","2009","PC","Percentage","0","Units",,,36.89,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","2010","2010","PC","Percentage","0","Units",,,38.37,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","2011","2011","PC","Percentage","0","Units",,,41.32,,
"C002","Enrolment rate among 20-29 year-olds","DNK","Denmark","2012","2012","PC","Percentage","0","Units",,,43.25,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","1995","1995","PC","Percentage","0","Units",,,28.46,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","2000","2000","PC","Percentage","0","Units",,,37.93,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","2005","2005","PC","Percentage","0","Units",,,42.64,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","2006","2006","PC","Percentage","0","Units",,,42.88,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","2007","2007","PC","Percentage","0","Units",,,42.97,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","2008","2008","PC","Percentage","0","Units",,,42.63,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","2009","2009","PC","Percentage","0","Units",,,41.35,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","2010","2010","PC","Percentage","0","Units",,,41.66,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","2011","2011","PC","Percentage","0","Units",,,41.75,,
"C002","Enrolment rate among 20-29 year-olds","FIN","Finland","2012","2012","PC","Percentage","0","Units",,,41.76,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","1995","1995","PC","Percentage","0","Units",,,19.18,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","2000","2000","PC","Percentage","0","Units",,,19.48,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","2005","2005","PC","Percentage","0","Units",,,20.12,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","2006","2006","PC","Percentage","0","Units",,,20.09,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","2007","2007","PC","Percentage","0","Units",,,19.52,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","2008","2008","PC","Percentage","0","Units",,,19.21,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","2009","2009","PC","Percentage","0","Units",,,19.17,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","2010","2010","PC","Percentage","0","Units",,,19.91,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","2011","2011","PC","Percentage","0","Units",,,20.3,,
"C002","Enrolment rate among 20-29 year-olds","FRA","France","2012","2012","PC","Percentage","0","Units",,,20.93,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","1995","1995","PC","Percentage","0","Units",,,20.29,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","2000","2000","PC","Percentage","0","Units",,,23.7,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","2005","2005","PC","Percentage","0","Units",,,28.23,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","2006","2006","PC","Percentage","0","Units",,,28.46,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","2007","2007","PC","Percentage","0","Units",,,28.73,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","2008","2008","PC","Percentage","0","Units",,,28.37,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","2009","2009","PC","Percentage","0","Units",,,29.99,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","2010","2010","PC","Percentage","0","Units",,,30.83,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","2011","2011","PC","Percentage","0","Units",,,32.16,,
"C002","Enrolment rate among 20-29 year-olds","DEU","Germany","2012","2012","PC","Percentage","0","Units",,,33.07,,
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","1995","1995","PC","Percentage","0","Units",,,12.51,,
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","2000","2000","PC","Percentage","0","Units",,,15.97,,
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","2005","2005","PC","Percentage","0","Units",,,23.65,,
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","2006","2006","PC","Percentage","0","Units",,,31.96,,
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","2007","2007","PC","Percentage","0","Units",,,26.63,,
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","2008","2008","PC","Percentage","0","Units",,,28.62,,
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","2009","2009","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","2010","2010","PC","Percentage","0","Units",,,40.32,,
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","2011","2011","PC","Percentage","0","Units",,,40.43,,
"C002","Enrolment rate among 20-29 year-olds","GRC","Greece","2012","2012","PC","Percentage","0","Units",,,41.5,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","1995","1995","PC","Percentage","0","Units",,,10.38,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","2000","2000","PC","Percentage","0","Units",,,18.96,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","2005","2005","PC","Percentage","0","Units",,,24.44,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","2006","2006","PC","Percentage","0","Units",,,24.93,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","2007","2007","PC","Percentage","0","Units",,,25.1,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","2008","2008","PC","Percentage","0","Units",,,25.03,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","2009","2009","PC","Percentage","0","Units",,,24.86,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","2010","2010","PC","Percentage","0","Units",,,25.41,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","2011","2011","PC","Percentage","0","Units",,,25.95,,
"C002","Enrolment rate among 20-29 year-olds","HUN","Hungary","2012","2012","PC","Percentage","0","Units",,,26.72,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","1995","1995","PC","Percentage","0","Units",,,23.9,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","2000","2000","PC","Percentage","0","Units",,,30.53,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","2005","2005","PC","Percentage","0","Units",,,37.32,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","2006","2006","PC","Percentage","0","Units",,,37.19,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","2007","2007","PC","Percentage","0","Units",,,36.16,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","2008","2008","PC","Percentage","0","Units",,,35,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","2009","2009","PC","Percentage","0","Units",,,35.03,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","2010","2010","PC","Percentage","0","Units",,,38.19,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","2011","2011","PC","Percentage","0","Units",,,39.12,,
"C002","Enrolment rate among 20-29 year-olds","ISL","Iceland","2012","2012","PC","Percentage","0","Units",,,41.22,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","1995","1995","PC","Percentage","0","Units",,,13.66,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","2000","2000","PC","Percentage","0","Units",,,16.33,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","2005","2005","PC","Percentage","0","Units",,,20.91,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","2006","2006","PC","Percentage","0","Units",,,20.15,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","2007","2007","PC","Percentage","0","Units",,,20.76,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","2008","2008","PC","Percentage","0","Units",,,18.09,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","2009","2009","PC","Percentage","0","Units",,,18.71,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","2010","2010","PC","Percentage","0","Units",,,20.86,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","2011","2011","PC","Percentage","0","Units",,,20.96,,
"C002","Enrolment rate among 20-29 year-olds","IRL","Ireland","2012","2012","PC","Percentage","0","Units",,,21.56,,
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","2000","2000","PC","Percentage","0","Units",,,17.13,,
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","2005","2005","PC","Percentage","0","Units",,,20.02,,
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","2006","2006","PC","Percentage","0","Units",,,20.15,,
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","2007","2007","PC","Percentage","0","Units",,,21.03,,
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","2008","2008","PC","Percentage","0","Units",,,21.26,,
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","2009","2009","PC","Percentage","0","Units",,,21.33,,
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","2010","2010","PC","Percentage","0","Units",,,21.47,,
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","2011","2011","PC","Percentage","0","Units",,,21.12,,
"C002","Enrolment rate among 20-29 year-olds","ITA","Italy","2012","2012","PC","Percentage","0","Units",,,21.39,,
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","2005","2005","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","2008","2008","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","2009","2009","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","2010","2010","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","2011","2011","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","JPN","Japan","2012","2012","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","1995","1995","PC","Percentage","0","Units",,,14.95,,
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","2000","2000","PC","Percentage","0","Units",,,23.91,,
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","2005","2005","PC","Percentage","0","Units",,,27.34,,
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","2006","2006","PC","Percentage","0","Units",,,27.59,,
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","2007","2007","PC","Percentage","0","Units",,,27.83,,
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","2008","2008","PC","Percentage","0","Units",,,28.21,,
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","2009","2009","PC","Percentage","0","Units",,,29.07,,
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","2010","2010","PC","Percentage","0","Units",,,30.2,,
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","2011","2011","PC","Percentage","0","Units",,,30.22,,
"C002","Enrolment rate among 20-29 year-olds","KOR","Korea","2012","2012","PC","Percentage","0","Units",,,30.93,,
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","2000","2000","PC","Percentage","0","Units",,,4.65,,
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","2005","2005","PC","Percentage","0","Units",,,5.92,,
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","2006","2006","PC","Percentage","0","Units",,,9.2,,
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","2007","2007","PC","Percentage","0","Units",,,5.67,,
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","2008","2008","PC","Percentage","0","Units",,,9.64,,
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","2009","2009","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","2010","2010","PC","Percentage","0","Units",,,12.77,,
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","2011","2011","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","LUX","Luxembourg","2012","2012","PC","Percentage","0","Units",,,12.72,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","1995","1995","PC","Percentage","0","Units",,,8.39,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","2000","2000","PC","Percentage","0","Units",,,9.36,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","2005","2005","PC","Percentage","0","Units",,,10.83,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","2006","2006","PC","Percentage","0","Units",,,10.85,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","2007","2007","PC","Percentage","0","Units",,,11.12,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","2008","2008","PC","Percentage","0","Units",,,11.44,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","2009","2009","PC","Percentage","0","Units",,,11.39,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","2010","2010","PC","Percentage","0","Units",,,11.93,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","2011","2011","PC","Percentage","0","Units",,,12.28,,
"C002","Enrolment rate among 20-29 year-olds","MEX","Mexico","2012","2012","PC","Percentage","0","Units",,,12.77,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","1995","1995","PC","Percentage","0","Units",,,21.12,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","2000","2000","PC","Percentage","0","Units",,,21.8,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","2005","2005","PC","Percentage","0","Units",,,25.61,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","2006","2006","PC","Percentage","0","Units",,,26.89,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","2007","2007","PC","Percentage","0","Units",,,27.97,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","2008","2008","PC","Percentage","0","Units",,,28.81,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","2009","2009","PC","Percentage","0","Units",,,29.11,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","2010","2010","PC","Percentage","0","Units",,,29.98,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,34.85,,
"C002","Enrolment rate among 20-29 year-olds","NLD","Netherlands","2012","2012","PC","Percentage","0","Units",,,35.67,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","1995","1995","PC","Percentage","0","Units",,,17.3,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","2000","2000","PC","Percentage","0","Units",,,22.73,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","2005","2005","PC","Percentage","0","Units",,,32.2,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","2006","2006","PC","Percentage","0","Units",,,31.07,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","2007","2007","PC","Percentage","0","Units",,,29.83,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","2008","2008","PC","Percentage","0","Units",,,28.77,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","2009","2009","PC","Percentage","0","Units",,,30.04,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","2010","2010","PC","Percentage","0","Units",,,30.43,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","2011","2011","PC","Percentage","0","Units",,,29.25,,
"C002","Enrolment rate among 20-29 year-olds","NZL","New Zealand","2012","2012","PC","Percentage","0","Units",,,28.52,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","1995","1995","PC","Percentage","0","Units",,,24.86,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","2000","2000","PC","Percentage","0","Units",,,27.53,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","2005","2005","PC","Percentage","0","Units",,,29.48,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","2006","2006","PC","Percentage","0","Units",,,30.04,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","2007","2007","PC","Percentage","0","Units",,,29.9,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","2008","2008","PC","Percentage","0","Units",,,28.81,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","2009","2009","PC","Percentage","0","Units",,,28.5,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","2010","2010","PC","Percentage","0","Units",,,29.43,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","2011","2011","PC","Percentage","0","Units",,,29.78,,
"C002","Enrolment rate among 20-29 year-olds","NOR","Norway","2012","2012","PC","Percentage","0","Units",,,29.57,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","1995","1995","PC","Percentage","0","Units",,,16.05,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","2000","2000","PC","Percentage","0","Units",,,24.37,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","2005","2005","PC","Percentage","0","Units",,,30.91,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","2006","2006","PC","Percentage","0","Units",,,31.03,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","2007","2007","PC","Percentage","0","Units",,,31.02,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","2008","2008","PC","Percentage","0","Units",,,30.35,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","2009","2009","PC","Percentage","0","Units",,,31.25,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","2010","2010","PC","Percentage","0","Units",,,29.91,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","2011","2011","PC","Percentage","0","Units",,,29.94,,
"C002","Enrolment rate among 20-29 year-olds","POL","Poland","2012","2012","PC","Percentage","0","Units",,,30.62,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","1995","1995","PC","Percentage","0","Units",,,21.5,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","2000","2000","PC","Percentage","0","Units",,,22.23,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","2005","2005","PC","Percentage","0","Units",,,21.89,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","2006","2006","PC","Percentage","0","Units",,,20.93,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","2007","2007","PC","Percentage","0","Units",,,20.59,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","2008","2008","PC","Percentage","0","Units",,,23.1,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","2009","2009","PC","Percentage","0","Units",,,23.86,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","2010","2010","PC","Percentage","0","Units",,,23.54,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","2011","2011","PC","Percentage","0","Units",,,23.52,,
"C002","Enrolment rate among 20-29 year-olds","PRT","Portugal","2012","2012","PC","Percentage","0","Units",,,24.38,,
"C002","Enrolment rate among 20-29 year-olds","SVK","Slovak Republic","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","SVK","Slovak Republic","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C002","Enrolment rate among 20-29 year-olds","SVK","Slovak Republic","2005","2005","PC","Percentage","0","Units",,,15.97,,
"C002","Enrolment rate among 20-29 year-olds","SVK","Slovak Republic","2006","2006","PC","Percentage","0","Units",,,17.32,,
"C002","Enrolment rate among 20-29 year-olds","SVK","Slovak Republic","2007","2007","PC","Percentage","0","Units",,,18.49,,
"C002","Enrolment rate among 20-29 year-olds","SVK","Slovak Republic","2008","2008","PC","Percentage","0","Units",,,19.15,,
"C002","Enrolment rate among 20-29 year-olds","SVK","Slovak Republic","2009","2009","PC","Percentage","0","Units",,,20.06,,
"C002","Enrolment rate among 20-29 year-olds","SVK","Slovak Republic","2010","2010","PC","Percentage","0","Units",,,20.62,,
